id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7832,Cozy Entire home/apt in Chelsea,57888,Maria,Manhattan,Chelsea,40.762754,-74.004865,Entire home/apt,184,7,3,2019-09-23,0.11,1,20
7833,Cozy Entire home/apt in Astoria,25871,Maria,Queens,Astoria,40.746965,-73.86712,Entire home/apt,106,30,0,,,1,250
7834,Cozy Entire home/apt in Bed-Stuy,84587,Sarah,Brooklyn,Bed-Stuy,40.6959,-73.904609,Entire home/apt,197,2,2,2019-11-28,0.29,10,50
7835,Cozy Private room in Astoria,91981,Lisa,Queens,Astoria,40.718784,-73.857598,Private room,10,3,0,,,5,120
7836,Cozy Entire home/apt in Hell's Kitchen,35778,Michael,Manhattan,Hell's Kitchen,40.771773,-74.001652,Entire home/apt,123,7,45,2019-12-19,1.96,3,164
7837,Cozy Entire home/apt in Chelsea,71001,Sarah,Manhattan,Chelsea,40.781349,-73.971875,Entire home/apt,267,14,7,2020-04-09,2.33,3,11
7838,Cozy Private room in Park Slope,83834,David,Brooklyn,Park Slope,40.700729,-73.978642,Private room,124,2,36,2020-04-30,3.0,10,151
7839,Cozy Entire home/apt in Bed-Stuy,64890,Maria,Brooklyn,Bed-Stuy,40.678594,-73.911794,Entire home/apt,164,7,20,2020-03-01,0.67,20,157
7840,Cozy Entire home/apt in Bushwick,53354,Sarah,Brooklyn,Bushwick,40.637492,-73.939832,Entire home/apt,162,1,0,,,20,133
7841,Cozy Private room in Upper East Side,63523,Michael,Manhattan,Upper East Side,40.733783,-73.967755,Private room,19,1,2,2020-01-30,0.29,1,5
7842,Cozy Entire home/apt in Bushwick,50221,Maria,Brooklyn,Bushwick,40.68188,-73.905597,Entire home/apt,104,3,8,2019-11-22,0.26,3,145
7843,Cozy Private room in Chelsea,52673,James,Manhattan,Chelsea,40.762144,-73.95838,Private room,279,7,79,2019-06-20,2.82,2,248
7844,Cozy Shared room in Chelsea,29722,Maria,Manhattan,Chelsea,40.723882,-74.013319,Shared room,78,7,22,2019-06-27,0.79,1,335
7845,Cozy Private room in Riverdale,82104,Michael,Bronx,Riverdale,40.808856,-73.860239,Private room,30,2,2,2020-06-22,0.25,3,107
7846,Cozy Private room in Bed-Stuy,82786,Lisa,Brooklyn,Bed-Stuy,40.635064,-73.922236,Private room,178,30,32,2020-02-06,2.91,1,280
7847,Cozy Entire home/apt in Williamsburg,37455,John,Brooklyn,Williamsburg,40.660199,-73.951273,Entire home/apt,13,1,4,2020-03-10,0.27,1,19
7848,Cozy Private room in Williamsburg,99180,James,Brooklyn,Williamsburg,40.682867,-73.973714,Private room,79,3,8,2019-09-04,4.0,1,133
7849,Cozy Private room in Harlem,73926,Emma,Manhattan,Harlem,40.785142,-73.980193,Private room,138,14,23,2019-03-17,0.82,2,0
7850,Cozy Entire home/apt in Park Slope,63700,John,Brooklyn,Park Slope,40.64938,-73.922086,Entire home/apt,107,1,14,2019-11-15,0.64,1,155
7851,Cozy Private room in Williamsburg,69421,Emma,Brooklyn,Williamsburg,40.683344,-73.923377,Private room,79,1,16,2019-05-27,1.78,2,10
7852,Cozy Private room in Jackson Heights,65074,Lisa,Queens,Jackson Heights,40.711701,-73.852116,Private room,127,7,4,2019-08-22,0.57,1,211
7853,Cozy Private room in Flushing,67635,Sarah,Queens,Flushing,40.708475,-73.846217,Private room,60,1,27,2019-10-15,1.8,2,19
7854,Cozy Entire home/apt in Bed-Stuy,20035,John,Brooklyn,Bed-Stuy,40.671612,-73.959364,Entire home/apt,188,2,16,2019-11-12,0.48,1,101
7855,Cozy Entire home/apt in Long Island City,27399,Maria,Queens,Long Island City,40.734401,-73.881448,Entire home/apt,121,2,1,2019-10-26,0.1,3,65
7856,Cozy Private room in Midtown,35455,David,Manhattan,Midtown,40.731896,-74.013616,Private room,197,14,18,2020-01-14,1.12,1,16
7857,Cozy Entire home/apt in Jackson Heights,68197,Michael,Queens,Jackson Heights,40.697905,-73.874324,Entire home/apt,104,3,29,2020-01-11,9.67,5,183
7858,Cozy Entire home/apt in Flushing,94729,David,Queens,Flushing,40.740165,-73.896704,Entire home/apt,111,7,10,2019-09-01,1.43,10,108
7859,Cozy Entire home/apt in Harlem,16758,Michael,Manhattan,Harlem,40.78396,-74.011273,Entire home/apt,168,90,6,2019-05-16,0.19,1,86
7860,Cozy Private room in Long Island City,86625,Emma,Queens,Long Island City,40.75065,-73.880155,Private room,25,1,52,2020-03-28,2.08,1,23
7861,Cozy Shared room in Park Slope,36071,David,Brooklyn,Park Slope,40.645412,-73.975016,Shared room,86,3,0,,,2,263
7862,Cozy Private room in Lower East Side,96421,Maria,Manhattan,Lower East Side,40.772545,-74.015494,Private room,65,1,21,2019-04-23,0.95,1,38
7863,Cozy Entire home/apt in Fordham,23300,John,Bronx,Fordham,40.861723,-73.904629,Entire home/apt,85,14,8,2019-10-20,0.47,1,51
7864,Cozy Entire home/apt in Harlem,48635,Maria,Manhattan,Harlem,40.782967,-73.962792,Entire home/apt,307,3,8,2020-06-17,0.62,1,243
7865,Cozy Entire home/apt in Hell's Kitchen,42704,Michael,Manhattan,Hell's Kitchen,40.722801,-74.018191,Entire home/apt,412,1,47,2019-09-12,1.68,10,276
7866,Cozy Entire home/apt in Lower East Side,31318,Emma,Manhattan,Lower East Side,40.73049,-73.946613,Entire home/apt,140,60,24,2019-08-19,4.0,1,90
7867,Cozy Entire home/apt in Astoria,78255,David,Queens,Astoria,40.704137,-73.879837,Entire home/apt,77,3,0,,,2,2
7868,Cozy Entire home/apt in Jackson Heights,68476,Lisa,Queens,Jackson Heights,40.720905,-73.845906,Entire home/apt,147,7,8,2019-05-02,1.14,1,225
7869,Cozy Entire home/apt in Chelsea,68801,John,Manhattan,Chelsea,40.77698,-73.94953,Entire home/apt,150,1,8,2020-02-22,0.8,1,104
7870,Cozy Private room in Bed-Stuy,79591,Maria,Brooklyn,Bed-Stuy,40.652003,-73.9379,Private room,186,1,36,2020-04-23,4.0,2,78
7871,Cozy Entire home/apt in Upper East Side,13348,Emma,Manhattan,Upper East Side,40.725196,-73.955437,Entire home/apt,148,2,14,2019-03-07,0.48,1,23
7872,Cozy Private room in Flushing,46464,David,Queens,Flushing,40.763554,-73.885936,Private room,47,3,7,2020-06-05,0.88,1,306
7873,Cozy Private room in Park Slope,97967,David,Brooklyn,Park Slope,40.692759,-73.922214,Private room,136,3,35,2019-03-27,8.75,1,227
7874,Cozy Entire home/apt in Hell's Kitchen,99484,Lisa,Manhattan,Hell's Kitchen,40.750456,-73.944217,Entire home/apt,132,7,25,2019-08-23,2.5,1,158
7875,Cozy Shared room in Bushwick,87578,Maria,Brooklyn,Bushwick,40.692641,-73.908871,Shared room,17,3,25,2019-09-10,0.96,1,307
7876,Cozy Private room in Astoria,89937,Emma,Queens,Astoria,40.739043,-73.849823,Private room,49,2,134,2020-03-29,9.57,1,170
7877,Cozy Private room in Park Slope,19824,James,Brooklyn,Park Slope,40.652743,-73.94927,Private room,10,1,41,2020-05-10,5.12,1,86
7878,Cozy Entire home/apt in Astoria,98977,Emma,Queens,Astoria,40.767466,-73.840593,Entire home/apt,97,1,30,2019-05-21,0.91,1,34
7879,Cozy Private room in Hell's Kitchen,51447,Lisa,Manhattan,Hell's Kitchen,40.739189,-73.973329,Private room,96,2,15,2020-05-14,15.0,1,17
7880,Cozy Private room in Upper East Side,29948,Michael,Manhattan,Upper East Side,40.759801,-73.957888,Private room,251,2,4,2019-12-21,0.67,1,197
7881,Cozy Entire home/apt in Chelsea,10449,Sarah,Manhattan,Chelsea,40.725807,-73.945079,Entire home/apt,350,1,37,2019-02-27,2.18,20,74
7882,Cozy Entire home/apt in Crown Heights,20533,Emma,Brooklyn,Crown Heights,40.660308,-73.944644,Entire home/apt,167,30,34,2019-02-22,34.0,3,328
7883,Cozy Entire home/apt in Bushwick,74708,John,Brooklyn,Bushwick,40.641124,-73.952597,Entire home/apt,227,60,13,2019-05-15,0.52,3,275
7884,Cozy Shared room in Hell's Kitchen,25269,Sarah,Manhattan,Hell's Kitchen,40.74652,-74.007851,Shared room,120,7,45,,1.25,5,40
7885,Cozy Entire home/apt in Bed-Stuy,46011,John,Brooklyn,Bed-Stuy,40.658465,-73.96525,Entire home/apt,155,1,11,2019-08-07,0.55,1,345
7886,Cozy Entire home/apt in Hell's Kitchen,41087,Emma,Manhattan,Hell's Kitchen,40.720516,-74.008528,Entire home/apt,332,7,17,2019-02-26,1.55,1,248
7887,Cozy Entire home/apt in Lower East Side,87725,Emma,Manhattan,Lower East Side,40.717807,-74.006557,Entire home/apt,56,3,0,,,1,209
7888,Cozy Entire home/apt in Lower East Side,49754,James,Manhattan,Lower East Side,40.75933,-73.980383,Entire home/apt,311,30,42,2020-04-08,1.62,1,5
7889,Cozy Shared room in Astoria,37799,Sarah,Queens,Astoria,40.732514,-73.842709,Shared room,22,30,44,2019-02-18,2.44,1,37
7890,Cozy Entire home/apt in Midtown,16127,Sarah,Manhattan,Midtown,40.742264,-73.992142,Entire home/apt,246,2,6,2019-10-07,0.22,1,354
7891,Cozy Private room in Hell's Kitchen,87922,Lisa,Manhattan,Hell's Kitchen,40.726148,-73.963796,Private room,80,2,48,2019-12-23,2.4,1,189
7892,Cozy Private room in Astoria,43725,David,Queens,Astoria,40.711351,-73.832128,Private room,76,14,21,2019-09-03,0.75,10,317
7893,Cozy Private room in Lower East Side,68550,Maria,Manhattan,Lower East Side,40.73413,-73.965773,Private room,76,14,2,2019-02-15,0.4,1,126
7894,Cozy Private room in Bushwick,44877,David,Brooklyn,Bushwick,40.660132,-73.939825,Private room,133,30,3,2020-04-02,0.25,1,104
7895,Cozy Entire home/apt in Williamsburg,26642,John,Brooklyn,Williamsburg,40.695547,-73.920972,Entire home/apt,10,2,16,2019-11-18,2.29,2,305
7896,Cozy Private room in Bushwick,87126,Sarah,Brooklyn,Bushwick,40.649421,-73.942575,Private room,243,7,49,2019-10-15,1.96,1,137
7897,Cozy Entire home/apt in Williamsburg,91287,Maria,Brooklyn,Williamsburg,40.664773,-73.939545,Entire home/apt,54,14,22,2019-11-14,2.0,1,86
7898,Cozy Private room in Harlem,37304,John,Manhattan,Harlem,40.72563,-74.009154,Private room,176,1,131,2019-04-11,8.19,3,57
7899,Cozy Private room in Lower East Side,69730,David,Manhattan,Lower East Side,40.757919,-73.997476,Private room,83,3,12,2020-01-06,0.75,1,5
7900,Cozy Shared room in Harlem,61981,John,Manhattan,Harlem,40.769683,-74.018474,Shared room,165,3,10,2019-07-21,2.0,1,149
7901,Cozy Entire home/apt in Jackson Heights,49925,Maria,Queens,Jackson Heights,40.712189,-73.890569,Entire home/apt,72,1,22,2020-02-25,1.47,2,161
7902,Cozy Entire home/apt in Upper East Side,86572,John,Manhattan,Upper East Side,40.774348,-73.991049,Entire home/apt,324,60,5,2019-09-01,0.14,1,127
7903,Cozy Entire home/apt in Astoria,78894,Lisa,Queens,Astoria,40.727197,-73.853531,Entire home/apt,138,2,40,2019-09-09,1.6,2,358
7904,Cozy Private room in Bed-Stuy,80019,John,Brooklyn,Bed-Stuy,40.67796,-73.935693,Private room,247,1,64,2020-04-22,1.94,5,5
7905,Cozy Private room in Lower East Side,85156,Michael,Manhattan,Lower East Side,40.757792,-73.973283,Private room,143,3,4,2020-05-12,0.14,2,180
7906,Cozy Private room in Park Slope,21726,David,Brooklyn,Park Slope,40.63438,-73.966247,Private room,59,7,23,2019-02-17,7.67,10,116
7907,Cozy Entire home/apt in Midtown,13542,Emma,Manhattan,Midtown,40.763097,-73.965868,Entire home/apt,92,60,5,2019-05-13,0.83,2,151
7908,Cozy Entire home/apt in Chelsea,78325,Maria,Manhattan,Chelsea,40.743239,-73.977849,Entire home/apt,261,1,0,,,1,75
7909,Cozy Entire home/apt in Astoria,42818,Lisa,Queens,Astoria,40.705941,-73.860922,Entire home/apt,133,2,17,2019-01-10,0.57,1,277
7910,Cozy Entire home/apt in Riverdale,40754,James,Bronx,Riverdale,40.821173,-73.908267,Entire home/apt,34,3,1,2019-09-05,0.06,3,154
7911,Cozy Entire home/apt in Long Island City,89951,John,Queens,Long Island City,40.759808,-73.830913,Entire home/apt,83,3,4,2020-06-29,0.19,1,174
7912,Cozy Private room in Midtown,72082,David,Manhattan,Midtown,40.744462,-73.992021,Private room,103,1,4,2019-08-10,0.13,1,256
7913,Cozy Entire home/apt in Williamsburg,11760,Emma,Brooklyn,Williamsburg,40.667624,-73.911871,Entire home/apt,121,1,37,,4.62,1,127
7914,Cozy Entire home/apt in Lower East Side,47536,Maria,Manhattan,Lower East Side,40.721602,-73.947529,Entire home/apt,379,1,0,,,1,88
7915,Cozy Shared room in Lower East Side,16725,Michael,Manhattan,Lower East Side,40.77928,-74.008634,Shared room,50,3,25,2019-11-08,1.04,3,43
7916,Cozy Entire home/apt in Chelsea,48629,Emma,Manhattan,Chelsea,40.715441,-73.978915,Entire home/apt,205,3,36,2020-03-06,1.16,2,202
7917,Cozy Shared room in Harlem,26845,James,Manhattan,Harlem,40.747128,-73.983317,Shared room,10,7,2,2019-12-19,0.09,2,45
7918,Cozy Private room in Jackson Heights,84210,Maria,Queens,Jackson Heights,40.69974,-73.875552,Private room,65,2,25,2019-07-10,0.83,5,105
7919,Cozy Private room in Upper East Side,31948,Lisa,Manhattan,Upper East Side,40.777822,-73.958757,Private room,94,3,2,2019-03-22,0.12,1,65
7920,Cozy Entire home/apt in Park Slope,79168,Lisa,Brooklyn,Park Slope,40.669643,-73.954282,Entire home/apt,134,2,21,2019-04-30,0.64,3,90
7921,Cozy Entire home/apt in Lower East Side,90549,James,Manhattan,Lower East Side,40.742197,-73.962427,Entire home/apt,169,2,0,,,1,7
7922,Cozy Private room in Bushwick,87902,James,Brooklyn,Bushwick,40.684774,-73.979296,Private room,110,2,50,2019-09-04,2.17,1,16
7923,Cozy Shared room in Upper East Side,33152,Maria,Manhattan,Upper East Side,40.792654,-74.009569,Shared room,227,7,11,2019-05-18,0.42,5,12
7924,Cozy Entire home/apt in Park Slope,99258,Lisa,Brooklyn,Park Slope,40.695198,-73.904217,Entire home/apt,106,1,19,2019-08-13,9.5,20,128
7925,Cozy Private room in Long Island City,76904,Emma,Queens,Long Island City,40.731778,-73.887549,Private room,63,1,64,2020-05-21,4.57,5,197
7926,Cozy Entire home/apt in Jackson Heights,95171,Maria,Queens,Jackson Heights,40.740258,-73.88411,Entire home/apt,54,1,19,2019-07-20,0.54,3,322
7927,Cozy Shared room in Bed-Stuy,65306,Lisa,Brooklyn,Bed-Stuy,40.647476,-73.915046,Shared room,10,7,67,2019-10-21,22.33,1,45
7928,Cozy Private room in Bushwick,91890,David,Brooklyn,Bushwick,40.688201,-73.939823,Private room,145,7,1,2019-08-11,0.05,2,161
7929,Cozy Private room in Hell's Kitchen,79599,James,Manhattan,Hell's Kitchen,40.789851,-74.004617,Private room,99,2,17,2019-03-12,0.85,2,214
7930,Cozy Private room in Crown Heights,44591,James,Brooklyn,Crown Heights,40.678571,-73.912456,Private room,22,90,13,2020-01-26,1.08,1,216
7931,Cozy Entire home/apt in Jackson Heights,57240,James,Queens,Jackson Heights,40.7244,-73.885511,Entire home/apt,100,3,0,,,2,230
7932,Cozy Private room in Harlem,62202,Sarah,Manhattan,Harlem,40.755876,-74.015861,Private room,137,2,0,,,5,203
7933,Cozy Entire home/apt in Astoria,72162,Michael,Queens,Astoria,40.728212,-73.874395,Entire home/apt,150,7,29,2019-04-24,5.8,1,34
7934,Cozy Entire home/apt in Upper East Side,95122,James,Manhattan,Upper East Side,40.751108,-74.017683,Entire home/apt,184,3,21,2019-04-10,1.05,10,137
7935,Cozy Private room in Harlem,68202,Maria,Manhattan,Harlem,40.772716,-74.002836,Private room,103,3,7,2020-01-19,0.58,2,348
7936,Cozy Private room in Crown Heights,29887,Sarah,Brooklyn,Crown Heights,40.634926,-73.935069,Private room,61,1,1,2019-04-26,0.04,1,331
7937,Cozy Entire home/apt in Bed-Stuy,68489,James,Brooklyn,Bed-Stuy,40.672577,-73.947356,Entire home/apt,155,2,2,,0.07,1,324
7938,Cozy Shared room in Chelsea,22779,Lisa,Manhattan,Chelsea,40.734242,-73.998933,Shared room,10,3,3,2019-01-28,0.18,1,48
7939,Cozy Entire home/apt in Jackson Heights,18615,Emma,Queens,Jackson Heights,40.708884,-73.898179,Entire home/apt,24,14,43,2020-01-22,1.23,1,291
7940,Cozy Private room in Bed-Stuy,52359,James,Brooklyn,Bed-Stuy,40.684357,-73.976488,Private room,31,30,4,2020-06-06,0.13,1,348
7941,Cozy Private room in Midtown,95169,Sarah,Manhattan,Midtown,40.752678,-73.957067,Private room,192,3,16,2020-01-22,0.44,1,122
7942,Cozy Entire home/apt in Bed-Stuy,48021,Sarah,Brooklyn,Bed-Stuy,40.663662,-73.954667,Entire home/apt,203,3,28,2019-01-04,14.0,1,134
7943,Cozy Entire home/apt in Crown Heights,32427,Sarah,Brooklyn,Crown Heights,40.627673,-73.983684,Entire home/apt,165,60,68,2020-05-13,4.53,10,64
7944,Cozy Entire home/apt in Stapleton,25423,Sarah,Staten Island,Stapleton,40.595514,-74.184459,Entire home/apt,133,3,4,2019-03-22,0.17,1,62
7945,Cozy Entire home/apt in New Brighton,32641,David,Staten Island,New Brighton,40.564883,-74.175839,Entire home/apt,44,2,15,2019-05-29,1.88,5,55
7946,Cozy Private room in Hell's Kitchen,92866,David,Manhattan,Hell's Kitchen,40.776323,-73.99854,Private room,10,7,7,2020-05-09,1.75,1,138
7947,Cozy Entire home/apt in Jackson Heights,80606,Emma,Queens,Jackson Heights,40.744189,-73.892773,Entire home/apt,121,3,21,2019-08-17,1.17,1,297
7948,Cozy Private room in St. George,88597,John,Staten Island,St. George,40.5826,-74.161615,Private room,45,3,3,2019-09-28,0.75,2,274
7949,Cozy Entire home/apt in Stapleton,60036,David,Staten Island,Stapleton,40.564191,-74.139959,Entire home/apt,71,3,20,2019-04-07,3.33,2,311
7950,Cozy Entire home/apt in New Brighton,34406,Lisa,Staten Island,New Brighton,40.553754,-74.129056,Entire home/apt,26,1,24,2019-06-24,2.67,1,335
7951,Cozy Private room in Lower East Side,68670,David,Manhattan,Lower East Side,40.765688,-73.993454,Private room,93,1,54,2019-10-15,1.74,3,22
7952,Cozy Entire home/apt in Midtown,31855,Sarah,Manhattan,Midtown,40.792988,-73.969492,Entire home/apt,209,2,29,2019-01-21,4.83,1,301
7953,Cozy Entire home/apt in Lower East Side,26160,Maria,Manhattan,Lower East Side,40.757003,-73.958928,Entire home/apt,146,1,4,2020-04-02,0.15,3,14
7954,Cozy Entire home/apt in New Brighton,67108,John,Staten Island,New Brighton,40.555671,-74.12814,Entire home/apt,47,7,24,2020-05-06,1.09,2,347
7955,Cozy Entire home/apt in Hell's Kitchen,11545,Lisa,Manhattan,Hell's Kitchen,40.716757,-73.964687,Entire home/apt,169,30,7,2020-06-22,0.21,1,182
7956,Cozy Private room in Long Island City,63382,Lisa,Queens,Long Island City,40.70848,-73.851424,Private room,45,60,11,2019-10-19,,1,145
7957,Cozy Entire home/apt in Bed-Stuy,66599,John,Brooklyn,Bed-Stuy,40.69999,-73.948098,Entire home/apt,114,3,32,2019-11-20,2.91,3,75
7958,Cozy Private room in Bushwick,52643,Maria,Brooklyn,Bushwick,40.69047,-73.955257,Private room,148,1,2,2020-05-17,0.25,2,300
7959,Cozy Entire home/apt in Astoria,82393,Michael,Queens,Astoria,40.731458,-73.829406,Entire home/apt,38,30,104,2020-02-24,4.73,3,136
7960,Cozy Private room in Park Slope,11073,Emma,Brooklyn,Park Slope,40.688355,-73.95088,Private room,36,1,66,2020-06-13,9.43,10,168
7961,Cozy Entire home/apt in Lower East Side,36090,Maria,Manhattan,Lower East Side,40.759781,-73.968566,Entire home/apt,151,3,78,2019-01-10,2.79,1,278
7962,Cozy Private room in Astoria,76413,Lisa,Queens,Astoria,40.747243,-73.839152,Private room,105,14,10,2019-08-05,0.48,1,17
7963,Cozy Entire home/apt in Park Slope,43387,Sarah,Brooklyn,Park Slope,40.632331,-73.965415,Entire home/apt,238,2,3,2019-04-07,0.11,3,329
7964,Cozy Private room in Bushwick,17540,Maria,Brooklyn,Bushwick,40.652883,-73.923087,Private room,57,3,10,,0.33,1,257
7965,Cozy Private room in Crown Heights,93567,Emma,Brooklyn,Crown Heights,40.652365,-73.947491,Private room,136,60,20,2020-04-04,1.67,3,186
7966,Cozy Entire home/apt in Jackson Heights,34765,Maria,Queens,Jackson Heights,40.731436,-73.874884,Entire home/apt,137,2,11,2020-03-04,0.55,2,325
7967,Cozy Private room in Bed-Stuy,52816,James,Brooklyn,Bed-Stuy,40.670088,-73.908715,Private room,47,1,8,2019-08-12,0.25,1,284
7968,Cozy Entire home/apt in Lower East Side,64115,Maria,Manhattan,Lower East Side,40.71878,-73.945286,Entire home/apt,362,2,5,2019-04-01,0.36,3,180
7969,Cozy Private room in Bed-Stuy,47947,John,Brooklyn,Bed-Stuy,40.679752,-73.977239,Private room,69,7,13,2020-02-06,0.38,1,339
7970,Cozy Entire home/apt in Bushwick,70832,John,Brooklyn,Bushwick,40.666701,-73.908613,Entire home/apt,60,7,25,2019-04-27,1.79,1,143
7971,Cozy Private room in Hell's Kitchen,78733,John,Manhattan,Hell's Kitchen,40.757512,-73.985971,Private room,287,2,33,2020-05-26,6.6,3,169
7972,Cozy Entire home/apt in Upper East Side,91797,Lisa,Manhattan,Upper East Side,40.7469,-73.996889,Entire home/apt,144,2,137,2019-12-23,10.54,20,285
7973,Cozy Entire home/apt in Bushwick,13003,Maria,Brooklyn,Bushwick,40.656131,-73.910994,Entire home/apt,133,30,16,2020-02-03,1.07,10,359
7974,Cozy Entire home/apt in Hell's Kitchen,49247,Sarah,Manhattan,Hell's Kitchen,40.76094,-74.018101,Entire home/apt,224,1,14,2020-03-07,1.75,1,18
7975,Cozy Entire home/apt in Flushing,86031,Maria,Queens,Flushing,40.69505,-73.89666,Entire home/apt,115,30,30,2020-04-26,0.88,3,183
7976,Cozy Shared room in Chelsea,67582,Michael,Manhattan,Chelsea,40.714168,-73.953251,Shared room,95,2,50,2019-02-07,,2,290
7977,Cozy Entire home/apt in Chelsea,44867,John,Manhattan,Chelsea,40.725173,-73.959724,Entire home/apt,179,1,36,2019-09-06,1.16,2,35
7978,Cozy Entire home/apt in Hell's Kitchen,96834,David,Manhattan,Hell's Kitchen,40.73728,-74.020913,Entire home/apt,272,1,6,2020-01-01,0.32,2,34
7979,Cozy Private room in Fordham,48860,Emma,Bronx,Fordham,40.827825,-73.870939,Private room,10,2,19,2020-05-30,1.27,1,60
7980,Cozy Shared room in Crown Heights,41280,James,Brooklyn,Crown Heights,40.644844,-73.908077,Shared room,10,2,10,2019-08-29,0.28,1,152
7981,Cozy Entire home/apt in Williamsburg,60821,David,Brooklyn,Williamsburg,40.680251,-73.944314,Entire home/apt,58,3,36,2020-05-08,2.0,1,210
7982,Cozy Private room in Hell's Kitchen,65436,Sarah,Manhattan,Hell's Kitchen,40.748057,-73.963765,Private room,25,1,84,2019-06-07,8.4,2,121
7983,Cozy Private room in Chelsea,54169,Emma,Manhattan,Chelsea,40.715242,-73.951465,Private room,65,3,40,2019-04-19,1.38,2,164
7984,Cozy Private room in Chelsea,67716,Maria,Manhattan,Chelsea,40.716798,-73.972935,Private room,129,30,29,2019-07-08,1.38,1,82
7985,Cozy Entire home/apt in Lower East Side,42408,Maria,Manhattan,Lower East Side,40.783129,-74.013339,Entire home/apt,202,1,1,2019-09-18,0.03,2,47
7986,Cozy Private room in Jackson Heights,81673,David,Queens,Jackson Heights,40.756889,-73.824958,Private room,42,3,10,2019-04-19,0.83,1,276
7987,Cozy Entire home/apt in Bushwick,78004,James,Brooklyn,Bushwick,40.672787,-73.933697,Entire home/apt,117,1,57,2019-02-08,7.12,2,317
7988,Cozy Private room in Kingsbridge,78182,James,Bronx,Kingsbridge,40.800446,-73.857058,Private room,10,90,2,2019-08-27,0.12,1,301
7989,Cozy Private room in Chelsea,13405,Michael,Manhattan,Chelsea,40.753169,-74.003331,Private room,10,3,32,2019-04-11,2.29,1,37
7990,Cozy Entire home/apt in Long Island City,69274,Emma,Queens,Long Island City,40.689596,-73.834557,Entire home/apt,122,14,1,2019-08-28,0.14,20,309
7991,Cozy Private room in Crown Heights,37569,James,Brooklyn,Crown Heights,40.635432,-73.914395,Private room,119,90,7,2019-08-11,1.75,10,124
7992,Cozy Entire home/apt in Flushing,62830,John,Queens,Flushing,40.730036,-73.87233,Entire home/apt,85,1,30,2020-04-26,1.15,2,279
7993,Cozy Entire home/apt in Bed-Stuy,62673,Emma,Brooklyn,Bed-Stuy,40.68151,-73.958075,Entire home/apt,99,3,8,2019-02-17,0.29,1,133
7994,Cozy Private room in Crown Heights,75790,Emma,Brooklyn,Crown Heights,40.674101,-73.932974,Private room,150,2,11,2020-04-20,1.22,1,70
7995,Cozy Entire home/apt in Crown Heights,37001,John,Brooklyn,Crown Heights,40.635102,-73.948191,Entire home/apt,232,1,2,2019-06-30,0.29,1,171
7996,Cozy Shared room in Jackson Heights,28569,Lisa,Queens,Jackson Heights,40.688216,-73.859845,Shared room,65,14,63,2019-07-12,2.86,3,219
7997,Cozy Private room in Hell's Kitchen,65442,Maria,Manhattan,Hell's Kitchen,40.763403,-74.005288,Private room,243,3,0,,,1,74
7998,Cozy Private room in Park Slope,21775,James,Brooklyn,Park Slope,40.641114,-73.939317,Private room,10,1,26,2020-06-04,5.2,1,250
7999,Cozy Entire home/apt in Midtown,97197,Sarah,Manhattan,Midtown,40.728412,-73.982597,Entire home/apt,301,60,11,2019-08-09,0.35,10,129
8000,Cozy Shared room in Bushwick,70064,James,Brooklyn,Bushwick,40.69142,-73.929024,Shared room,100,1,22,2020-04-08,11.0,2,102
8001,Cozy Private room in Upper East Side,31666,David,Manhattan,Upper East Side,40.777209,-73.948736,Private room,10,2,1,2019-05-04,,20,203
8002,Cozy Entire home/apt in New Brighton,44077,Sarah,Staten Island,New Brighton,40.576474,-74.184737,Entire home/apt,30,3,19,2019-10-28,19.0,1,150
8003,Cozy Private room in Bushwick,94472,Michael,Brooklyn,Bushwick,40.64975,-73.946945,Private room,10,30,30,2019-05-16,,1,323
8004,Cozy Entire home/apt in Hell's Kitchen,65705,David,Manhattan,Hell's Kitchen,40.784347,-74.015398,Entire home/apt,213,1,58,2019-10-04,8.29,10,154
8005,Cozy Entire home/apt in Flushing,20822,John,Queens,Flushing,40.744167,-73.885592,Entire home/apt,66,14,58,2020-02-26,3.62,1,194
8006,Cozy Entire home/apt in Bushwick,83053,Sarah,Brooklyn,Bushwick,40.636547,-73.913115,Entire home/apt,145,2,9,2020-03-20,0.43,1,349
8007,Cozy Private room in Crown Heights,98938,John,Brooklyn,Crown Heights,40.637893,-73.919129,Private room,55,14,9,2019-04-07,0.26,1,74
8008,Cozy Entire home/apt in Williamsburg,66631,Michael,Brooklyn,Williamsburg,40.656608,-73.954266,Entire home/apt,126,1,41,2019-10-25,,1,128
8009,Cozy Shared room in Harlem,25552,Michael,Manhattan,Harlem,40.75716,-73.980147,Shared room,10,7,9,2019-10-05,0.9,10,224
8010,Cozy Private room in Astoria,59595,David,Queens,Astoria,40.747129,-73.889857,Private room,15,1,8,2019-10-14,0.5,1,345
8011,Cozy Entire home/apt in Crown Heights,98916,John,Brooklyn,Crown Heights,40.631553,-73.90873,Entire home/apt,186,3,22,2019-11-12,0.76,2,142
8012,Cozy Private room in Upper East Side,88142,Emma,Manhattan,Upper East Side,40.78032,-74.000936,Private room,142,2,16,2019-04-04,2.0,1,33
8013,Cozy Private room in Jackson Heights,43257,Maria,Queens,Jackson Heights,40.694307,-73.863284,Private room,38,3,37,2019-12-11,1.37,5,286
