id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
8135,Staten Island,New Brighton,40.579769,-74.178411,Entire home/apt,61,7,86.0,3.74,1,267
8136,Manhattan,Hell's Kitchen,40.734031,-73.982105,Entire home/apt,229,60,9.0,0.43,10,19
8137,Manhattan,Upper East Side,40.774306,-73.986224,Entire home/apt,208,2,3.0,0.15,1,168
8138,Brooklyn,Park Slope,40.638633,-73.982057,Private room,132,3,8.0,0.31,1,207
8139,Manhattan,Upper East Side,40.736068,-73.963324,Entire home/apt,122,2,6.0,6.0,1,22
8140,Staten Island,Stapleton,40.573704,-74.126509,Entire home/apt,166,3,76.0,19.0,1,197
8141,Queens,Jackson Heights,40.704413,-73.864436,Entire home/apt,51,3,41.0,1.78,1,113
8142,Brooklyn,Bushwick,40.67291,-73.959391,Entire home/apt,118,1,52.0,1.73,1,145
8143,Manhattan,Chelsea,40.781818,-73.972138,Shared room,63,3,11.0,,1,273
8144,Queens,Flushing,40.762568,-73.876943,Private room,44,14,28.0,2.0,1,91
8145,Manhattan,Hell's Kitchen,40.740554,-74.022223,Entire home/apt,175,1,6.0,0.35,3,359
8146,Manhattan,Chelsea,40.762516,-73.97233,Private room,147,1,42.0,1.75,3,207
8147,Manhattan,Midtown,40.769907,-73.983462,Private room,86,1,75.0,3.57,1,203
8148,Queens,Jackson Heights,40.735712,-73.896728,Entire home/apt,82,1,71.0,2.84,10,19
8149,Queens,Long Island City,40.711676,-73.898135,Entire home/apt,90,2,33.0,0.92,1,150
8150,Manhattan,Lower East Side,40.715079,-73.95439,Private room,128,60,14.0,1.08,1,184
8151,Queens,Flushing,40.728777,-73.868976,Entire home/apt,65,1,47.0,1.42,1,35
8152,Manhattan,Upper East Side,40.75897,-73.968532,Private room,110,3,14.0,0.78,1,295
8153,Manhattan,Midtown,40.729078,-73.975133,Private room,138,1,14.0,2.8,1,296
8154,Manhattan,Harlem,40.790836,-73.990382,Shared room,29,2,44.0,4.0,5,192
8155,Brooklyn,Crown Heights,40.697479,-73.954676,Private room,99,2,24.0,0.77,1,49
8156,Manhattan,Hell's Kitchen,40.756568,-73.954587,Shared room,39,3,41.0,1.32,1,190
8157,Brooklyn,Williamsburg,40.65612,-73.961955,Private room,10,14,90.0,3.6,3,122
8158,Brooklyn,Park Slope,40.639221,-73.964623,Entire home/apt,22,30,13.0,0.81,2,190
8159,Manhattan,Chelsea,40.736017,-73.97922,Private room,130,60,1.0,0.04,1,332
8160,Staten Island,St. George,40.551043,-74.113171,Private room,99,2,9.0,1.29,1,26
8161,Brooklyn,Williamsburg,40.683139,-73.963473,Entire home/apt,165,7,16.0,0.73,2,329
8162,Manhattan,Chelsea,40.726212,-74.020326,Entire home/apt,287,2,45.0,1.29,5,239
8163,Queens,Long Island City,40.704831,-73.852514,Private room,111,1,43.0,1.48,1,190
8164,Brooklyn,Crown Heights,40.681511,-73.976868,Private room,17,90,4.0,0.5,20,137
8165,Manhattan,Upper East Side,40.720663,-74.018622,Entire home/apt,109,90,7.0,0.78,1,156
8166,Brooklyn,Williamsburg,40.695312,-73.938852,Entire home/apt,136,7,10.0,0.48,1,317
8167,Manhattan,Hell's Kitchen,40.788434,-74.01214,Entire home/apt,318,2,,0.78,1,280
8168,Manhattan,Harlem,40.725702,-74.015471,Private room,10,1,7.0,0.7,1,268
8169,Queens,Long Island City,40.731254,-73.82329,Entire home/apt,19,2,12.0,0.92,10,123
8170,Manhattan,Lower East Side,40.777854,-73.988556,Private room,132,60,8.0,1.33,10,347
8171,Manhattan,Upper East Side,40.723866,-74.007108,Entire home/apt,138,90,6.0,0.38,2,341
8172,Queens,Long Island City,40.710225,-73.898201,Private room,69,2,27.0,0.77,1,149
8173,Manhattan,Hell's Kitchen,40.718231,-74.01252,Private room,133,3,32.0,1.88,1,72
8174,Brooklyn,Bed-Stuy,40.654877,-73.963913,Private room,10,30,30.0,0.88,10,161
8175,Manhattan,Chelsea,40.760377,-74.019999,Entire home/apt,272,3,19.0,9.5,2,160
8176,Bronx,Riverdale,40.872754,-73.924362,Entire home/apt,91,2,84.0,16.8,1,301
8177,Queens,Long Island City,40.756984,-73.898001,Entire home/apt,116,7,24.0,1.0,3,310
8178,Brooklyn,Park Slope,40.674273,-73.95735,Private room,145,30,5.0,0.36,1,200
8179,Brooklyn,Bushwick,40.646199,-73.964252,Entire home/apt,211,14,20.0,0.95,3,47
8180,Brooklyn,Park Slope,40.679368,-73.914521,Shared room,97,90,18.0,1.2,5,315
8181,Brooklyn,Park Slope,40.701447,-73.907482,Private room,69,1,51.0,2.12,2,277
8182,Brooklyn,Crown Heights,40.637643,-73.982748,Entire home/apt,112,30,13.0,1.0,2,199
8183,Staten Island,New Brighton,40.574891,-74.165187,Entire home/apt,83,3,8.0,0.47,1,6
8184,Bronx,Fordham,40.844979,-73.911427,Private room,44,7,3.0,1.5,10,310
8185,Brooklyn,Bushwick,40.698351,-73.905719,Private room,11,3,11.0,1.38,1,80
8186,Bronx,Kingsbridge,40.84103,-73.850123,Entire home/apt,49,2,75.0,2.78,1,240
8187,Manhattan,Upper East Side,40.749384,-74.018645,Entire home/apt,268,7,7.0,0.27,1,300
8188,Queens,Jackson Heights,40.690473,-73.852076,Entire home/apt,140,3,18.0,4.5,1,97
8189,Manhattan,Lower East Side,40.740241,-73.979945,Private room,10,90,24.0,6.0,5,290
8190,Manhattan,Lower East Side,40.787621,-73.949515,Private room,76,90,0.0,,1,355
8191,Brooklyn,Crown Heights,40.688618,-73.97999,Entire home/apt,10,2,16.0,8.0,2,226
8192,Brooklyn,Bed-Stuy,40.656771,-73.922646,Entire home/apt,135,1,61.0,2.18,1,88
8193,Manhattan,Midtown,40.758479,-73.962461,Private room,222,3,29.0,0.88,1,33
8194,Brooklyn,Crown Heights,40.687892,-73.951859,Entire home/apt,231,2,9.0,0.26,2,232
8195,Manhattan,Upper East Side,40.77972,-73.978081,Entire home/apt,217,7,17.0,0.89,1,10
8196,Brooklyn,Bed-Stuy,40.678299,-73.910436,Entire home/apt,108,3,35.0,1.59,1,348
8197,Brooklyn,Williamsburg,40.661845,-73.928653,Entire home/apt,130,3,25.0,5.0,2,14
8198,Manhattan,Lower East Side,40.788305,-73.964542,Entire home/apt,153,14,3.0,0.5,3,75
8199,Brooklyn,Bed-Stuy,40.702448,-73.982203,Entire home/apt,13,1,4.0,0.5,5,338
8200,Manhattan,Lower East Side,40.790557,-74.020633,Entire home/apt,113,3,40.0,3.64,3,190
8201,Manhattan,Lower East Side,40.767922,-73.971737,Private room,73,90,,3.5,1,348
8202,Manhattan,Lower East Side,40.738487,-73.954333,Entire home/apt,44,1,19.0,0.63,5,69
8203,Manhattan,Lower East Side,40.751413,-73.973696,Private room,246,14,8.0,0.62,2,122
8204,Manhattan,Midtown,40.779536,-73.967139,Entire home/apt,183,2,19.0,0.68,2,42
8205,Brooklyn,Crown Heights,40.702095,-73.970449,Private room,67,2,67.0,2.23,3,89
8206,Staten Island,Stapleton,40.581897,-74.154989,Private room,43,14,24.0,2.4,1,166
8207,Manhattan,Hell's Kitchen,40.750771,-73.947882,Shared room,173,3,42.0,1.91,5,210
8208,Manhattan,Midtown,40.781464,-74.014571,Entire home/apt,114,2,3.0,0.25,1,160
8209,Brooklyn,Bed-Stuy,40.660677,-73.952497,Entire home/apt,200,3,4.0,0.18,1,56
8210,Queens,Jackson Heights,40.741665,-73.829584,Private room,39,3,25.0,0.74,1,86
8211,Bronx,Kingsbridge,40.79914,-73.891499,Private room,70,1,19.0,0.68,3,66
8212,Staten Island,St. George,40.543904,-74.186807,Entire home/apt,92,14,8.0,0.31,3,340
8213,Brooklyn,Bed-Stuy,40.703071,-73.97657,Entire home/apt,197,1,28.0,1.47,2,178
8214,Brooklyn,Williamsburg,40.684638,-73.964574,Private room,101,1,40.0,1.6,1,284
8215,Staten Island,St. George,40.559073,-74.170695,Private room,14,3,12.0,12.0,1,43
8216,Queens,Flushing,40.759068,-73.862152,Entire home/apt,79,1,7.0,0.33,3,276
8217,Manhattan,Upper East Side,40.725916,-74.008185,Entire home/apt,180,3,19.0,1.9,1,105
8218,Brooklyn,Crown Heights,40.630429,-73.921994,Entire home/apt,144,90,1.0,0.07,1,336
8219,Bronx,Kingsbridge,40.850286,-73.910074,Private room,10,3,11.0,0.52,2,68
8220,Queens,Jackson Heights,40.725984,-73.879608,Private room,11,2,23.0,1.77,3,191
8221,Brooklyn,Bed-Stuy,40.702413,-73.954171,Entire home/apt,124,1,147.0,6.39,1,76
8222,Bronx,Kingsbridge,40.841381,-73.855518,Entire home/apt,86,2,121.0,12.1,1,50
8223,Brooklyn,Bushwick,40.672496,-73.952388,Private room,222,1,41.0,4.1,5,269
8224,Manhattan,Harlem,40.762144,-74.014172,Entire home/apt,98,60,9.0,0.45,2,6
8225,Brooklyn,Bushwick,40.657398,-73.931613,Private room,160,7,14.0,2.0,20,250
8226,Manhattan,Midtown,40.734993,-74.01897,Entire home/apt,271,1,8.0,0.23,1,145
8227,Brooklyn,Bed-Stuy,40.625471,-73.923493,Entire home/apt,147,1,17.0,5.67,5,210
8228,Queens,Flushing,40.721175,-73.846248,Entire home/apt,73,3,42.0,1.2,2,84
8229,Brooklyn,Crown Heights,40.631902,-73.944344,Private room,35,1,15.0,3.0,1,29
8230,Queens,Long Island City,40.723981,-73.837334,Entire home/apt,52,2,,5.05,1,37
8231,Staten Island,St. George,40.549184,-74.168763,Entire home/apt,64,90,2.0,0.14,5,137
8232,Manhattan,Harlem,40.732094,-73.995001,Private room,10,14,0.0,,5,45
8233,Brooklyn,Crown Heights,40.679665,-73.952955,Entire home/apt,106,3,29.0,2.64,5,308
8234,Manhattan,Upper East Side,40.739117,-73.952926,Entire home/apt,125,7,109.0,6.06,1,261
8235,Manhattan,Harlem,40.747749,-73.952773,Private room,166,30,5.0,0.36,2,199
8236,Queens,Long Island City,40.721043,-73.853803,Private room,10,14,22.0,11.0,3,162
8237,Brooklyn,Bushwick,40.69568,-73.974965,Private room,103,3,4.0,0.14,1,288
8238,Manhattan,Midtown,40.737371,-74.023257,Private room,173,2,65.0,2.6,1,343
8239,Brooklyn,Williamsburg,40.668933,-73.970925,Entire home/apt,103,3,10.0,0.34,3,350
8240,Manhattan,Hell's Kitchen,40.782388,-74.014949,Private room,163,2,30.0,2.14,1,229
8241,Manhattan,Upper East Side,40.731092,-73.974335,Private room,47,2,7.0,1.75,5,92
8242,Brooklyn,Park Slope,40.640301,-73.977453,Private room,13,2,9.0,0.31,10,239
8243,Manhattan,Upper East Side,40.758005,-73.950335,Private room,167,1,6.0,0.46,2,20
8244,Manhattan,Harlem,40.758584,-73.989414,Entire home/apt,213,2,46.0,1.84,20,101
8245,Brooklyn,Bed-Stuy,40.693464,-73.917425,Entire home/apt,219,3,4.0,0.5,1,320
8246,Manhattan,Midtown,40.773022,-74.0142,Private room,128,7,17.0,1.42,1,311
8247,Queens,Astoria,40.745263,-73.893771,Entire home/apt,97,2,9.0,0.82,20,229
8248,Manhattan,Harlem,40.780115,-74.009936,Private room,109,2,13.0,1.62,2,344
8249,Manhattan,Upper East Side,40.788063,-74.021554,Entire home/apt,260,2,47.0,2.04,1,52
8250,Queens,Long Island City,40.712405,-73.885967,Entire home/apt,105,7,30.0,1.11,3,355
8251,Manhattan,Harlem,40.788033,-74.001493,Private room,40,2,30.0,2.14,1,57
8252,Brooklyn,Williamsburg,40.645275,-73.970696,Entire home/apt,81,1,70.0,2.12,1,238
8253,Manhattan,Chelsea,40.782104,-74.020876,Private room,272,1,22.0,0.71,1,322
8254,Staten Island,Stapleton,40.579544,-74.152122,Entire home/apt,57,30,45.0,1.36,2,357
8255,Brooklyn,Williamsburg,40.65652,-73.945619,Entire home/apt,96,1,27.0,0.9,1,285
8256,Brooklyn,Williamsburg,40.697891,-73.924047,Entire home/apt,126,3,147.0,147.0,1,16
8257,Manhattan,Upper East Side,40.714156,-74.020253,Entire home/apt,244,1,23.0,0.85,1,175
8258,Manhattan,Upper East Side,40.783727,-73.962895,Private room,95,7,16.0,2.29,1,358
8259,Manhattan,Chelsea,40.768567,-73.946481,Private room,259,7,3.0,0.12,20,245
8260,Brooklyn,Crown Heights,40.650596,-73.904518,Entire home/apt,151,2,21.0,4.2,10,354
8261,Manhattan,Upper East Side,40.753378,-74.013157,Private room,180,7,32.0,1.6,3,226
8262,Manhattan,Harlem,40.720569,-73.949435,Entire home/apt,390,1,10.0,1.67,1,318
8263,Brooklyn,Park Slope,40.664564,-73.937059,Private room,127,3,101.0,3.26,1,192
8264,Queens,Astoria,40.72694,-73.879658,Entire home/apt,66,7,15.0,0.83,1,212
8265,Brooklyn,Crown Heights,40.682968,-73.982856,Entire home/apt,144,1,18.0,6.0,20,220
8266,Manhattan,Harlem,40.71521,-74.015121,Entire home/apt,158,14,17.0,1.06,2,217
8267,Brooklyn,Bushwick,40.683314,-73.917545,Entire home/apt,154,7,54.0,54.0,1,270
8268,Brooklyn,Bushwick,40.677896,-73.96517,Private room,27,90,11.0,0.32,1,26
8269,Queens,Flushing,40.729696,-73.884487,Private room,104,7,16.0,1.78,1,18
8270,Brooklyn,Park Slope,40.66429,-73.952197,Entire home/apt,140,1,,3.33,1,45
8271,Bronx,Riverdale,40.858472,-73.853191,Entire home/apt,47,14,16.0,1.14,1,38
8272,Manhattan,Hell's Kitchen,40.749687,-73.977036,Private room,10,1,0.0,,1,139
8273,Manhattan,Hell's Kitchen,40.741423,-73.961861,Entire home/apt,173,14,12.0,0.63,1,48
8274,Brooklyn,Crown Heights,40.66042,-73.906633,Private room,66,1,12.0,0.44,3,280
8275,Queens,Flushing,40.74994,-73.841864,Entire home/apt,72,1,25.0,0.93,2,354
8276,Brooklyn,Bushwick,40.64408,-73.942329,Shared room,10,90,141.0,11.75,1,115
8277,Queens,Flushing,40.753384,-73.881974,Entire home/apt,64,1,29.0,2.42,1,91
8278,Brooklyn,Crown Heights,40.642752,-73.959661,Private room,34,14,15.0,1.88,1,215
8279,Brooklyn,Bushwick,40.693575,-73.921915,Private room,41,1,2.0,1.0,2,31
8280,Manhattan,Upper East Side,40.736379,-73.944703,Entire home/apt,215,3,41.0,2.93,3,360
8281,Brooklyn,Crown Heights,40.656534,-73.955991,Private room,114,30,19.0,0.73,1,6
8282,Brooklyn,Crown Heights,40.663605,-73.958852,Private room,86,90,19.0,1.12,5,51
8283,Manhattan,Lower East Side,40.727899,-73.985619,Entire home/apt,357,3,15.0,0.71,1,71
8284,Manhattan,Midtown,40.743344,-73.99056,Private room,144,7,22.0,11.0,2,292
8285,Brooklyn,Crown Heights,40.660096,-73.965039,Entire home/apt,104,3,,17.0,5,97
8286,Manhattan,Upper East Side,40.726434,-73.971789,Entire home/apt,341,1,6.0,2.0,5,12
8287,Bronx,Kingsbridge,40.822313,-73.892944,Entire home/apt,92,2,3.0,0.3,1,142
8288,Manhattan,Upper East Side,40.761588,-73.970084,Entire home/apt,240,7,40.0,13.33,3,108
8289,Brooklyn,Bed-Stuy,40.676333,-73.912334,Private room,91,2,25.0,1.0,1,82
8290,Brooklyn,Bed-Stuy,40.674066,-73.940225,Private room,105,1,46.0,1.35,3,359
8291,Bronx,Riverdale,40.829434,-73.898616,Entire home/apt,39,1,13.0,1.18,1,237
8292,Brooklyn,Williamsburg,40.680937,-73.97955,Private room,83,2,11.0,11.0,1,293
8293,Manhattan,Chelsea,40.771873,-74.00867,Entire home/apt,215,14,11.0,0.73,10,236
8294,Manhattan,Midtown,40.719421,-73.986075,Private room,130,14,57.0,2.11,1,208
8295,Manhattan,Midtown,40.769953,-73.989913,Entire home/apt,256,7,0.0,,20,102
8296,Bronx,Riverdale,40.868881,-73.887372,Private room,53,30,62.0,,1,74
8297,Manhattan,Upper East Side,40.774839,-73.96322,Shared room,19,2,9.0,0.33,1,127
8298,Manhattan,Lower East Side,40.758492,-73.987575,Entire home/apt,67,14,23.0,0.79,5,256
8299,Queens,Flushing,40.745267,-73.835259,Entire home/apt,67,2,0.0,,1,25
8300,Brooklyn,Bed-Stuy,40.695416,-73.975926,Entire home/apt,118,7,7.0,,1,141
8301,Brooklyn,Crown Heights,40.697764,-73.952736,Entire home/apt,88,30,1.0,0.03,20,49
8302,Manhattan,Upper East Side,40.761417,-73.998546,Entire home/apt,214,1,60.0,3.53,1,33
8303,Brooklyn,Bushwick,40.69108,-73.90487,Entire home/apt,157,90,24.0,1.14,3,132
8304,Manhattan,Hell's Kitchen,40.78046,-74.022113,Entire home/apt,222,2,27.0,0.77,3,68
8305,Staten Island,Stapleton,40.610025,-74.183658,Private room,51,3,40.0,5.71,1,312
8306,Manhattan,Upper East Side,40.741418,-73.973619,Shared room,162,90,56.0,1.75,1,30
8307,Brooklyn,Bed-Stuy,40.660657,-73.960775,Entire home/apt,140,3,6.0,0.46,1,259
8308,Manhattan,Harlem,40.782175,-73.979278,Private room,218,30,74.0,4.93,1,23
8309,Manhattan,Lower East Side,40.730075,-73.979349,Private room,123,14,1.0,0.11,2,19
8310,Brooklyn,Bushwick,40.704586,-73.947516,Private room,103,30,19.0,1.27,1,22
8311,Brooklyn,Williamsburg,40.680078,-73.972931,Entire home/apt,175,1,2.0,0.29,1,326
8312,Staten Island,New Brighton,40.582704,-74.160481,Private room,98,14,0.0,,2,275
8313,Bronx,Fordham,40.828108,-73.885998,Private room,10,2,59.0,3.11,5,161
8314,Brooklyn,Bed-Stuy,40.655654,-73.911361,Entire home/apt,228,2,51.0,7.29,1,292
8315,Brooklyn,Bushwick,40.667034,-73.938722,Entire home/apt,250,1,7.0,0.47,1,44
8316,Brooklyn,Crown Heights,40.704703,-73.917832,Entire home/apt,131,3,63.0,5.25,1,6
8317,Brooklyn,Crown Heights,40.649874,-73.939916,Entire home/apt,251,3,58.0,,1,343
8318,Manhattan,Hell's Kitchen,40.733752,-73.95686,Entire home/apt,392,3,0.0,,1,25
8319,Manhattan,Upper East Side,40.747159,-73.972919,Entire home/apt,110,2,15.0,0.44,1,0
8320,Manhattan,Lower East Side,40.74888,-73.986092,Entire home/apt,124,14,4.0,0.22,2,98
8321,Brooklyn,Bushwick,40.662019,-73.970616,Private room,123,14,,1.1,2,111
8322,Manhattan,Upper East Side,40.787972,-73.967847,Private room,89,90,17.0,0.71,1,242
8323,Bronx,Kingsbridge,40.868111,-73.851269,Private room,61,2,41.0,4.1,3,7
8324,Queens,Astoria,40.688675,-73.831889,Entire home/apt,78,1,10.0,0.4,1,66
8325,Manhattan,Hell's Kitchen,40.725805,-73.95061,Private room,93,3,28.0,7.0,10,363
8326,Brooklyn,Bushwick,40.669393,-73.920592,Private room,181,1,10.0,0.83,1,78
8327,Manhattan,Midtown,40.75301,-73.997926,Shared room,89,1,116.0,11.6,1,106
8328,Brooklyn,Williamsburg,40.68704,-73.94082,Entire home/apt,250,7,87.0,5.44,1,260
8329,Brooklyn,Bushwick,40.684646,-73.918423,Entire home/apt,37,30,60.0,2.31,3,80
8330,Bronx,Fordham,40.820539,-73.898057,Entire home/apt,26,2,9.0,9.0,5,328
8331,Manhattan,Lower East Side,40.787023,-73.958565,Entire home/apt,176,2,34.0,1.1,5,306
8332,Queens,Jackson Heights,40.730617,-73.888622,Entire home/apt,10,3,44.0,1.91,3,208
8333,Manhattan,Harlem,40.721887,-73.956142,Private room,164,1,0.0,,1,116
8334,Manhattan,Hell's Kitchen,40.752394,-73.955181,Private room,65,7,15.0,0.58,1,351
8335,Queens,Jackson Heights,40.722759,-73.888638,Entire home/apt,11,7,2.0,0.14,3,17
8336,Staten Island,Stapleton,40.539146,-74.173631,Entire home/apt,91,60,15.0,0.88,1,91
8337,Brooklyn,Bed-Stuy,40.690684,-73.909445,Private room,62,2,14.0,0.48,2,281
8338,Brooklyn,Williamsburg,40.685651,-73.944047,Entire home/apt,98,7,12.0,0.67,3,176
8339,Manhattan,Hell's Kitchen,40.775123,-73.951806,Entire home/apt,141,1,8.0,0.24,1,96
8340,Manhattan,Chelsea,40.723955,-73.984532,Entire home/apt,164,2,75.0,3.41,1,280
8341,Queens,Flushing,40.752009,-73.872454,Entire home/apt,23,3,50.0,2.94,1,108
8342,Manhattan,Chelsea,40.718896,-73.98563,Private room,148,1,13.0,0.41,1,104
8343,Brooklyn,Bed-Stuy,40.658827,-73.941825,Entire home/apt,97,1,30.0,1.0,1,169
8344,Manhattan,Hell's Kitchen,40.722299,-74.002033,Entire home/apt,308,30,63.0,9.0,1,303
8345,Brooklyn,Crown Heights,40.635841,-73.946199,Private room,136,2,5.0,0.15,5,219
8346,Manhattan,Chelsea,40.783722,-73.998662,Private room,89,14,30.0,6.0,2,57
8347,Brooklyn,Crown Heights,40.668177,-73.959103,Private room,41,30,36.0,1.29,1,284
8348,Brooklyn,Williamsburg,40.647755,-73.929803,Private room,236,1,5.0,0.14,3,163
8349,Queens,Flushing,40.746074,-73.840525,Entire home/apt,113,2,112.0,16.0,3,156
8350,Manhattan,Harlem,40.775538,-73.976567,Private room,10,30,33.0,1.1,1,42
8351,Manhattan,Midtown,40.730831,-73.979115,Entire home/apt,86,2,35.0,4.38,20,238
8352,Brooklyn,Bed-Stuy,40.62733,-73.950753,Private room,130,2,28.0,1.47,1,312
8353,Manhattan,Harlem,40.790372,-73.966281,Private room,263,3,0.0,,3,274
8354,Manhattan,Chelsea,40.724865,-73.965197,Entire home/apt,217,7,41.0,2.05,10,88
8355,Manhattan,Upper East Side,40.786952,-73.993155,Private room,225,90,1.0,0.04,1,39
8356,Queens,Astoria,40.75963,-73.865677,Private room,80,1,8.0,0.24,20,259
8357,Staten Island,St. George,40.5662,-74.141066,Entire home/apt,111,2,3.0,0.12,2,146
8358,Brooklyn,Bed-Stuy,40.661547,-73.926373,Entire home/apt,191,3,5.0,0.38,1,291
8359,Queens,Flushing,40.748158,-73.888107,Entire home/apt,59,14,127.0,8.47,1,261
8360,Brooklyn,Williamsburg,40.643119,-73.94743,Private room,40,7,38.0,2.92,1,39
8361,Queens,Long Island City,40.717667,-73.874525,Private room,122,2,1.0,0.03,1,89
8362,Queens,Flushing,40.738,-73.834022,Entire home/apt,91,1,13.0,0.38,1,118
8363,Brooklyn,Bed-Stuy,40.654431,-73.922046,Entire home/apt,98,14,22.0,5.5,5,296
8364,Queens,Long Island City,40.713117,-73.875064,Entire home/apt,46,2,8.0,0.23,10,170
8365,Manhattan,Harlem,40.777924,-73.949689,Entire home/apt,187,1,11.0,0.32,1,144
8366,Manhattan,Harlem,40.727287,-73.974382,Private room,99,1,21.0,0.88,10,324
8367,Queens,Flushing,40.766341,-73.87244,Private room,23,1,36.0,5.14,10,289
8368,Brooklyn,Bushwick,40.679593,-73.96341,Private room,25,1,41.0,2.73,1,30
8369,Manhattan,Hell's Kitchen,40.760382,-73.974115,Entire home/apt,259,3,42.0,4.2,3,17
8370,Manhattan,Lower East Side,40.773765,-74.00037,Private room,58,7,46.0,1.64,20,30
8371,Manhattan,Harlem,40.791138,-74.020202,Private room,101,3,49.0,2.72,3,283
8372,Queens,Astoria,40.723611,-73.832221,Private room,118,7,4.0,0.15,2,234
8373,Brooklyn,Crown Heights,40.645208,-73.954696,Entire home/apt,64,14,15.0,0.6,10,202
8374,Manhattan,Lower East Side,40.739444,-73.965264,Entire home/apt,124,30,27.0,1.0,1,180
8375,Manhattan,Upper East Side,40.784442,-73.953763,Private room,71,2,19.0,0.63,2,235
8376,Manhattan,Chelsea,40.724216,-74.017357,Entire home/apt,304,30,15.0,1.67,5,82
8377,Manhattan,Hell's Kitchen,40.764924,-73.948956,Private room,162,1,20.0,1.0,2,314
8378,Queens,Astoria,40.698091,-73.828582,Entire home/apt,112,14,9.0,1.8,1,177
8379,Manhattan,Chelsea,40.761173,-74.011932,Private room,201,2,5.0,0.14,3,361
8380,Queens,Long Island City,40.704793,-73.834284,Private room,71,3,4.0,0.29,2,91
8381,Manhattan,Hell's Kitchen,40.787906,-73.997252,Private room,174,30,9.0,1.8,3,229
8382,Queens,Astoria,40.717892,-73.829382,Private room,46,30,17.0,0.63,1,169
8383,Queens,Flushing,40.698645,-73.856927,Private room,105,3,2.0,0.2,1,167
8384,Manhattan,Upper East Side,40.763508,-74.015889,Entire home/apt,271,60,3.0,0.27,1,23
8385,Manhattan,Harlem,40.75731,-73.956588,Private room,184,2,2.0,0.08,2,342
8386,Manhattan,Harlem,40.773886,-73.976726,Entire home/apt,204,60,38.0,1.41,1,84
8387,Queens,Jackson Heights,40.738653,-73.850077,Entire home/apt,140,2,14.0,1.08,2,237
8388,Manhattan,Harlem,40.737426,-73.962237,Entire home/apt,135,3,3.0,0.13,1,194
8389,Queens,Astoria,40.723526,-73.858025,Entire home/apt,40,14,11.0,0.73,2,154
8390,Manhattan,Chelsea,40.735519,-74.014645,Entire home/apt,223,60,20.0,2.22,2,30
8391,Queens,Jackson Heights,40.695494,-73.883986,Private room,68,1,17.0,2.12,20,312
8392,Brooklyn,Bed-Stuy,40.676962,-73.943813,Private room,94,3,36.0,3.6,1,289
8393,Queens,Flushing,40.736792,-73.872552,Entire home/apt,115,1,12.0,0.41,2,170
8394,Queens,Flushing,40.750153,-73.887467,Entire home/apt,120,14,47.0,2.61,3,242
8395,Manhattan,Chelsea,40.781587,-74.012912,Entire home/apt,279,7,5.0,5.0,2,69
8396,Queens,Astoria,40.696806,-73.831058,Entire home/apt,31,3,6.0,0.18,1,345
8397,Brooklyn,Crown Heights,40.667592,-73.964509,Private room,112,1,12.0,0.35,1,107
8398,Manhattan,Midtown,40.790097,-73.972092,Private room,165,30,14.0,0.45,2,134
8399,Bronx,Riverdale,40.803366,-73.910138,Private room,32,7,66.0,2.28,3,301
8400,Brooklyn,Crown Heights,40.690706,-73.91902,Entire home/apt,104,3,2.0,0.25,1,180
8401,Bronx,Kingsbridge,40.818751,-73.869541,Private room,10,7,7.0,0.23,1,203
8402,Brooklyn,Bushwick,40.631656,-73.92453,Entire home/apt,116,1,13.0,2.6,10,52
8403,Manhattan,Hell's Kitchen,40.728915,-73.955536,Entire home/apt,127,3,12.0,0.55,1,175
8404,Queens,Long Island City,40.736754,-73.881865,Private room,10,3,7.0,,1,20
8405,Manhattan,Upper East Side,40.787611,-74.003619,Private room,262,1,17.0,1.0,3,357
8406,Brooklyn,Williamsburg,40.668732,-73.927211,Private room,10,3,13.0,0.43,1,49
8407,Brooklyn,Park Slope,40.627835,-73.94132,Private room,18,60,121.0,11.0,2,20
8408,Brooklyn,Park Slope,40.672435,-73.918068,Entire home/apt,189,2,59.0,3.11,1,245
8409,Brooklyn,Bushwick,40.630655,-73.94986,Private room,10,3,9.0,0.26,3,45
8410,Manhattan,Midtown,40.784458,-73.969218,Private room,179,14,26.0,4.33,1,171
8411,Queens,Long Island City,40.693358,-73.824764,Private room,71,2,8.0,0.5,10,106
8412,Brooklyn,Park Slope,40.68309,-73.943889,Entire home/apt,261,7,2.0,0.07,1,333
8413,Manhattan,Upper East Side,40.762749,-74.022352,Entire home/apt,295,1,34.0,8.5,1,133
8414,Manhattan,Hell's Kitchen,40.720627,-73.973754,Entire home/apt,236,1,83.0,11.86,1,340
8415,Brooklyn,Crown Heights,40.680965,-73.949369,Entire home/apt,68,7,,1.06,1,124
8416,Manhattan,Chelsea,40.78551,-73.947347,Private room,145,3,34.0,1.03,1,191
8417,Brooklyn,Crown Heights,40.702635,-73.980123,Private room,57,14,23.0,0.85,1,157
8418,Brooklyn,Crown Heights,40.647793,-73.955123,Private room,159,1,3.0,0.13,1,128
8419,Brooklyn,Williamsburg,40.662126,-73.942203,Private room,157,14,24.0,24.0,3,75
8420,Brooklyn,Williamsburg,40.674805,-73.93766,Private room,112,1,22.0,0.69,2,101
8421,Brooklyn,Bushwick,40.678657,-73.939353,Entire home/apt,162,30,36.0,1.12,1,279
